"Code","Year","Estimate","Low","High"
"ZAF",2018,1.17721,NA,NA
"VEN",2003,0.30897,0.30897,0.30897
"PAN",2012,0.0397,0.0397,0.0397
"GLOBAL",2002,27.03205,25.82441,28.17507
"BTN",2023,0,0,0
"GIN",2015,102.76135,94.11009,112.5346
"AFR",2009,92.55557,86.91481,96.5701
"ZMB",2004,76.45836,73.00984,79.97766
"LAO",2016,0.89015,0.41726,1.52995
"PER",2023,0.15045,0.0677,0.24072
"STP",2015,0,0,0
"COD",2019,80.96404,56.27151,117.38577
"PER",2019,0.27462,0.13339,0.47078
"ZAF",2010,1.58566,NA,NA
"WPR",2017,0.40441,0.20685,0.68305
"ERI",2006,1.73849,1.73849,1.73849
"EMR",2021,2.46668,1.38611,4.11716
"THA",2003,1.65727,1.65727,1.65727
"MOZ",2004,165.32501,153.32923,178.73206
"MRT",2010,18.93267,18.34287,19.61094
"GUF",2007,4.12446,4.12446,4.12446
"NGA",2011,107.22863,98.18437,117.11261
"GIN",2017,92.52636,83.68549,103.09524
"NER",2010,158.72417,146.72922,172.32634
"KGZ",2001,0,0,0
"TLS",2011,6.2251,2.87312,10.24747
"GAB",2001,26.49688,24.66425,28.71132
"MDG",2004,11.08208,0.39771,29.04358
"GMB",2016,26.92917,25.70312,28.41794
"BEN",2009,109.63862,102.4773,117.48347
"PAN",2010,0.04113,0.04113,0.04113
"CIV",2012,65.77299,61.03007,70.8908
"AMR",2018,0.38617,0.26195,0.51985
"BRA",2007,0.24297,0.24297,0.24297
"CRI",2023,0,0,0
"YEM",2001,22.6142,7.09766,104.1127
"VNM",2007,0.04867,0.02434,0.07463
"CAF",2000,105.6499,97.22399,115.90185
"PHL",2017,0.05737,0.0239,0.10358
"NAM",2012,0.22962,0.22962,0.22962
"GUF",2002,2.04564,2.04564,2.04564
"CPV",2008,1.53431,1.53431,1.53431
"MMR",2000,6.95902,3.03089,12.70186
"SUR",2022,0,0,0
"DJI",2020,15.56463,7.72199,23.16597
"YEM",2006,19.97587,6.32866,100.2847
"SUR",2015,0,0,0
"VUT",2020,0,0,0
"ERI",2010,5.46655,2.17304,9.94844
"UGA",2003,169.99768,161.08758,179.35936
"GMB",2010,29.22202,28.02823,30.51963
"SOM",2000,33.57955,13.22534,63.09827
"TLS",2023,0,0,0
"MEX",2011,0,0,0
"SDN",2000,21.49065,8.83613,39.47263
"CMR",2006,110.52166,103.12568,118.4588
"BEN",2018,86.5275,77.47502,96.61362
"TZA",2001,118.37788,113.17308,123.79867
"GUY",2000,6.53738,3.13794,10.45981
"NGA",2019,86.66942,69.87148,110.38039
"GHA",2008,63.76921,61.50942,66.24345
"BRA",2022,0.11712,0.11712,0.11712
"TUR",2006,0,0,0
"SYR",2019,0,0,0
"DZA",2019,0,0,0
"HTI",2010,2.47761,0.92482,4.98946
"DZA",2013,0,0,0
"YEM",2002,24.48117,8.13535,122.26044
"IDN",2007,0.71753,0.34379,1.20012
"MYS",2006,1.98729,1.98729,1.98729
"MLI",2007,140.77547,132.2541,149.8225
"COL",2017,0.17831,0.17831,0.17831
"ERI",2014,7.334,2.87545,13.63414
"VEN",2022,0.88612,0.45369,1.33981
"BOL",2001,0.22665,0.10073,0.42812
"SLE",2018,114.10322,100.5485,129.33905
"TKM",2009,0,0,0
"GUY",2009,3.72294,1.72851,5.98329
"RWA",2005,37.22999,36.03722,38.47799
"CMR",2014,55.43545,51.52779,59.50165
"COL",2006,0.8147,0.8147,0.8147
"LAO",2020,0.18312,0.07848,0.34008
"IRN",2023,0,0,0
"ZMB",2013,48.43822,46.4704,50.69161
"CPV",2002,1.64703,1.64703,1.64703
"BOL",2022,0.09126,0.0365,0.18251
"IDN",2008,0.71744,0.34477,1.2142
"GUY",2019,3.71441,1.73339,5.69543
"TCD",2010,109.42085,100.45368,118.97105
"SOM",2005,33.49233,14.49588,58.31353
"GLOBAL",2020,14.85274,13.8129,17.56667
"PHL",2004,0.46468,0.19744,0.81369
"NIC",2018,0.05327,0.05327,0.05327
"LKA",2008,0,0,0
"PRY",2014,0,0,0
"TZA",2004,78.64933,75.36139,82.01593
"COL",2015,0.1731,0.1731,0.1731
"SEN",2020,11.00111,4.8007,18.66093
"MYS",2004,3.46442,3.46442,3.46442
"RWA",2020,24.3842,22.9528,26.84864
"TCD",2012,95.65037,86.63484,105.16337
"STP",2014,0,0,0
"MLI",2017,85.31263,75.78354,96.83044
"MOZ",2007,117.23237,108.46672,126.84359
"GEO",2010,0,0,0
"BDI",2005,92.16719,85.37953,99.89062
"BLZ",2021,0,0,0
"CPV",2013,0,0,0
"MMR",2014,1.65095,0.74508,2.9622
"SWZ",2002,15.50686,15.50686,15.50686
"RWA",2023,23.99948,22.41575,27.07376
"WPR",2015,0.33131,0.17777,0.53924
"NIC",2008,0,0,0
"EUR",2009,0,0,0
"UGA",2016,40.30243,37.21989,44.03962
"BTN",2005,1.02087,1.02087,1.02087
"MOZ",2014,89.95103,76.70093,107.86214
"LKA",2002,0.65857,0.65857,0.65857
"YEM",2007,13.52534,4.70847,34.45559
"BWA",2017,1.13122,NA,NA
"GNQ",2016,52.04928,43.89379,63.65263
"ZMB",2002,114.60423,109.00691,120.55843
"DZA",2017,0,0,0
"CIV",2014,38.98498,36.22888,42.01017
"COM",2012,18.33842,8.50903,28.16782
"TCD",2022,75.58115,57.7706,102.4805
"ECU",2000,0.91782,0.91782,0.91782
"GHA",2016,41.87454,40.18157,43.86386
"SWZ",2005,5.62679,5.62679,5.62679
"TGO",2001,98.79899,93.43648,104.78681
"AGO",2020,51.41231,34.5637,80.71199
"CAF",2004,146.46446,133.94248,160.63152
"BLZ",2005,0,0,0
"VNM",2013,0.04195,0.01948,0.06292
"MDG",2015,26.44464,11.09021,46.99007
"ARE",2020,0,0,0
"CAF",2001,125.16944,114.96402,137.72211
"MMR",2005,6.96094,3.07514,12.94023
"BEN",2017,93.56483,84.61949,103.64807
"TCD",2013,91.46187,82.27507,101.42409
"PAK",2003,0.60321,0.19356,1.61485
"WPR",2012,0.48001,0.19629,0.97582
"BRA",2001,0.39677,0.39677,0.39677
"EUR",2001,0,0,0
"CRI",2008,0,0,0
"SSD",2008,83.43496,69.16811,100.26484
"VNM",2009,0.05179,0.02511,0.08004
"SSD",2001,181.02873,158.05932,206.2174
"TUR",2008,0,0,0
"GLOBAL",2001,28.57432,27.27283,29.73555
"CPV",2006,6.27013,6.27013,6.27013
"MDG",2017,19.09037,8.07804,33.54459
"TGO",2023,37.14397,30.84583,45.81734
"PAK",2000,0.6515,0.19898,1.71548
"CHN",2020,0,0,0
"NPL",2020,0,0,0
"TKM",2020,0,0,0
"COM",2022,6.23361,2.87705,9.71004
"BDI",2001,178.94704,164.86883,194.44212
"LBR",2003,157.17101,147.74652,167.42896
"AFG",2013,0.52836,0.18841,1.04034
"MEX",2009,0,0,0
"VUT",2003,33.87365,14.44612,62.76588
"BWA",2011,0.58194,0.58194,0.58194
"AFG",2006,1.13096,0.42793,2.30267
"ECU",2010,0,0,0
"VEN",2008,0.18536,0.09268,0.2923
"IRQ",2014,0,0,0
"BDI",2006,80.54113,74.80727,87.03782
"SEN",2006,31.0867,30.37366,31.84322
"SAU",2011,0,0,0
"BRA",2010,0.19328,0.19328,0.19328
"LKA",2015,0,0,0
"SEN",2019,10.518,4.22554,19.24442
"MDG",2012,17.49605,6.94727,34.8864
"TGO",2015,67.21739,60.87507,74.31626
"MWI",2009,79.6344,75.32759,84.35801
"MAR",2007,0,0,0
"BLZ",2002,0,0,0
"BTN",2011,0.1905,NA,NA
"CAF",2022,100.05808,78.61846,128.10857
"IRQ",2018,0,0,0
"EGY",2008,0,0,0
"CHN",2005,0.00876,0.00876,0.00876
"BFA",2004,277.30016,258.36739,297.83269
"ARG",2003,0.52051,0.52051,0.52051
"BGD",2002,3.99388,3.99388,3.99388
"MYS",2012,0.92709,0.92709,0.92709
"COG",2003,68.78034,64.80443,73.33668
"TJK",2015,0,0,0
"BWA",2012,0.2146,0.2146,0.2146
"NGA",2002,172.52159,162.52998,182.84895
"IRQ",2005,0,0,0
"PAK",2021,0.19538,0.10067,0.31814
"MRT",2013,18.26304,17.75425,18.85217
"SYR",2005,0,0,0
"KOR",2010,0.02929,0.02929,0.02929
"AZE",2013,0,0,0
"GTM",2008,0,0,0
"GAB",2013,20.80439,18.92258,23.26119
"MAR",2013,0,0,0
"MDG",2018,17.76328,7.3359,31.44953
"BRA",2015,0.08549,0.08549,0.08549
"UGA",2022,37.06826,29.42126,49.80907
"SAU",2016,0,0,0
"MDG",2006,8.34731,0.36491,22.1077
"AZE",2016,0,0,0
"SLB",2014,9.16923,4.25714,15.55495
"STP",2007,1.76784,1.76784,1.76784
"MDG",2021,42.5717,16.63117,79.62348
"MMR",2008,7.64224,3.45342,13.84249
"CPV",2011,0.75202,0.75202,0.75202
"ARM",2003,0,0,0
"ERI",2004,1.23158,0.42239,2.69409
"PHL",2003,0.5226,0.22368,0.90896
"EMR",2013,1.58904,1.03963,2.25156
"IDN",2001,0.71749,0.34231,1.21042
"DZA",2021,0,0,0
"KHM",2015,3.36508,1.64655,5.28178
"SSD",2018,75.49163,43.77121,128.8655
"VNM",2000,0.27083,0.13014,0.41153
"ZAF",2014,3.12979,NA,NA
"RWA",2003,51.47391,49.49414,53.53519
"LKA",2019,0,0,0
"AFG",2022,0.41813,0.17874,0.71497
"HTI",2001,2.47528,0.91334,5.02999
"TUR",2002,0,0,0
"COM",2001,16.26403,5.48226,32.71536
"VUT",2002,26.54917,11.7429,48.00549
"PHL",2022,0.0257,0.01058,0.04687
"PRY",2018,0,0,0
"GAB",2021,18.008,15.52559,22.08925
"SSD",2005,108.81218,94.45112,125.17584
"GNB",2008,54.1647,50.5358,58.39842
"PRK",2010,0,0,0
"ARM",2016,0,0,0
"PAK",2022,1.27345,0.64235,2.11283
"BFA",2016,93.84606,77.65225,114.0946
"SLV",2014,0,0,0
"UZB",2007,0,0,0
"BFA",2022,73.01956,52.42328,105.68199
"LBR",2009,80.47117,75.47501,85.9492
"COG",2021,37.66007,32.82315,47.02883
"NAM",2004,76.87183,76.87183,76.87183
"COD",2004,190.79704,172.82071,210.27504
"BOL",2006,0.3241,0.1389,0.53244
"SSD",2021,62.01119,34.80652,119.34739
"IND",2018,0.51772,0.25535,0.84151
"BGD",2012,0.50862,0.23337,0.81977
"BLZ",2007,0,0,0
"VUT",2007,16.26927,6.32694,76.37521
"AGO",2011,47.58375,38.3965,59.88032
"SDN",2012,7.71331,3.35832,13.27892
"BGD",2006,3.21963,3.21963,3.21963
"VNM",2020,0,0,0
"CPV",2010,0.75447,0.75447,0.75447
"GIN",2014,110.72156,101.80491,120.72794
"DOM",2009,0.26216,0.26216,0.26216
"CMR",2019,44.9226,40.15511,50.62319
"LBR",2000,201.15323,188.92694,214.19916
"CAF",2006,168.22084,153.00695,184.64544
"NAM",2002,100.25571,100.25571,100.25571
"UGA",2001,187.26909,177.55022,197.59413
"NER",2005,152.89843,143.09921,163.26467
"BDI",2014,48.60282,43.78791,54.62146
"BRA",2013,0.09928,0.09928,0.09928
"ECU",2005,0.28038,0.28038,0.28038
"PRY",2017,0,0,0
"PAN",2017,0,0,0
"SEN",2014,9.99145,4.0842,18.11763
"COM",2002,15.92348,5.54638,31.84696
"GEO",2002,0,0,0
"MRT",2005,20.99312,20.24458,21.77568
"GAB",2010,21.10614,19.53626,23.02488
"BGD",2019,0.26445,0.12379,0.43325
"ETH",2010,30.78475,7.87108,92.4799
"GTM",2020,0,0,0
"PER",2020,0.17833,0.08529,0.31789
"AFG",2001,6.16177,2.58587,11.97252
"WPR",2005,0.65392,0.33107,1.15632
"NPL",2010,0.07556,0.07556,0.07556
"COG",2023,36.29374,31.87832,45.51273
"PRY",2004,0,0,0
"NER",2006,116.95627,109.38018,124.98089
"GLOBAL",2005,23.48389,22.27904,24.71646
"TZA",2017,41.6097,40.10573,43.38499
"IRN",2015,0,0,0
"VUT",2006,13.89384,6.02066,26.40988
"GIN",2005,106.02602,99.90435,112.74255
"BWA",2019,0.45275,0.45275,0.45275
"GUY",2005,9.06804,4.59973,14.58772
"KEN",2002,41.03916,39.46392,42.74313
"COG",2005,59.62569,56.29813,63.33201
"STP",2009,12.93203,12.93203,12.93203
"IND",2015,1.20106,0.57313,1.97276
"PNG",2011,25.85457,7.62118,55.7715
"GUY",2015,2.89939,1.3179,4.87624
"GIN",2010,133.26169,124.24868,143.05408
"PER",2012,0.20679,0.09478,0.33603
"PNG",2003,45.98304,11.4631,99.78818
"GIN",2009,124.30579,116.23143,132.98127
"TLS",2002,24.06707,10.40084,41.84828
"CMR",2010,63.24465,59.14155,67.65281
"CRI",2012,0,0,0
"HND",2018,0.01131,0.01131,0.01131
"AMR",2019,0.33835,0.22566,0.46671
"STP",2011,10.23437,NA,NA
"VUT",2012,0,0,0
"ZMB",2008,48.21322,46.6312,49.97956
"MEX",2010,0,0,0
"SLV",2006,0,0,0
"BFA",2001,372.63112,348.75922,397.68195
"KEN",2006,25.91317,25.20322,26.66648
"MOZ",2022,64.59407,40.16988,110.13521
"SLB",2011,19.72909,8.76848,36.35268
"BLZ",2016,0,0,0
"AGO",2004,114.07805,100.85255,129.8035
"DJI",2009,0.87774,0.43887,1.4629
"TGO",2005,116.75673,109.57065,124.42231
"GTM",2010,0,0,0
"OMN",2014,0,0,0
"UZB",2018,0,0,0
"MAR",2022,0,0,0
"PRK",2018,0,0,0
"PAN",2009,0,0,0
"ETH",2017,16.26992,4.60997,38.47179
"AGO",2021,59.34422,37.88012,98.02699
"BTN",2018,0,0,0
"SWZ",2001,21.06708,21.06708,21.06708
"PER",2008,0.30143,0.15071,0.46987
"EGY",2016,0,0,0
"VUT",2001,12.56341,5.75823,23.03291
"COD",2006,190.94328,170.97468,212.74453
"TCD",2006,103.44514,96.67408,110.97168
"BGD",2009,1.15008,0.52892,1.86965
"TCD",2008,105.93245,98.39101,114.12582
"CIV",2000,169.65926,159.1276,181.33789
"LAO",2007,3.64931,1.42799,6.85436
"DJI",2005,0.63562,0.1589,1.43014
"BRA",2002,0.26217,0.26217,0.26217
"THA",2011,0.32837,NA,NA
"ZWE",2003,26.25606,4.82737,76.64014
"SLB",2022,26.76995,13.57896,42.28877
"NPL",2004,0.09265,0.09265,0.09265
"SOM",2004,30.64878,13.00457,53.83719
"CAF",2019,80.91487,68.21441,96.12306
"CAF",2020,80.63059,66.5456,98.11796
"SLB",2004,138.76356,54.27102,275.84046
"PRK",2004,0,0,0
"ZWE",2022,7.39733,2.75029,14.17842
"SLV",2008,0,0,0
"SLE",2000,312.57269,293.56107,332.23988
"GNB",2021,49.88243,39.58538,66.34801
"GHA",2021,34.97376,32.90418,37.89524
"COL",2004,1.36998,1.36998,1.36998
"PER",2004,0.89586,0.45707,1.39864
"NPL",2012,0.01251,0,0.02501
"AZE",2004,0,0,0
"WPR",2021,0.34601,0.16046,0.59558
"VNM",2008,0.03983,0.03983,0.03983
"SDN",2018,13.29849,4.27069,30.15435
"LBR",2013,66.01438,61.45087,71.45033
"MWI",2022,36.58466,30.84282,47.01798
"IRN",2016,0,0,0
"COL",2002,1.81462,1.81462,1.81462
"AFR",2003,123.62404,117.2625,126.92507
"GNQ",2019,44.24681,37.78043,55.08398
"CHN",2006,0.00689,0.00689,0.00689
"BEN",2001,102.18121,96.70146,108.09074
"BDI",2021,55.7326,41.42538,81.67842
"TJK",2012,0,0,0
"GNQ",2005,64.81121,60.0612,70.61941
"UZB",2016,0,0,0
"TCD",2009,108.89601,100.65868,117.86463
"AMR",2017,0.44944,0.30452,0.61584
"VEN",2018,2.50272,1.3151,3.82453
"IND",2010,2.62835,1.21814,4.56399
"AFG",2005,1.37457,0.54664,2.7173
"COD",2016,79.76877,59.7047,106.08621
"TCD",2021,78.26778,60.85163,103.31209
"THA",2013,0.35462,0.35462,0.35462
"MMR",2012,7.85798,3.57657,14.48856
"EMR",2019,2.27491,1.27835,3.84419
"SYR",2017,0,0,0
"BGD",2016,0.41545,0.19041,0.64625
"COD",2000,184.54311,168.9312,202.87714
"SLB",2007,62.60691,27.66317,114.51006
"SLV",2000,0,0,0
"DZA",2014,0,0,0
"SLE",2001,294.75474,276.9612,313.2515
"NIC",2021,0,0,0
"VEN",2004,0.26575,0.26575,0.26575
"KGZ",2019,0,0,0
"GTM",2019,0,0,0
"SEAR",2014,1.44252,0.7467,2.37507
"KHM",2019,0.86997,0.45204,1.3476
"SLV",2015,0,0,0
"WPR",2000,0.97078,0.55861,1.57657
"NPL",2009,0.10138,0.10138,0.10138
"SLB",2021,21.85532,11.12634,33.91217
"PAK",2017,0.29202,0.14305,0.52393
"MWI",2007,81.15588,77.36988,85.09655
"LKA",2006,0.02136,0.02136,0.02136
"COG",2012,40.37591,37.52808,43.37141
"BWA",2020,0.70129,0.70129,0.70129
"STP",2005,52.58632,52.58632,52.58632
"BOL",2009,0.13204,0.04401,0.22007
"CAF",2002,129.32852,118.71964,142.18399
"IRN",2000,0.58985,0.58985,0.58985
"IRN",2014,0,0,0
"BRA",2000,0.69355,0.69355,0.69355
"MDG",2001,16.12757,1.73179,40.95021
"THA",2017,0.11108,0.11108,0.11108
"SWZ",2010,2.57018,NA,NA
"BDI",2013,48.97819,44.68673,54.21799
"IRN",2004,0.13941,0.13941,0.13941
"ETH",2012,30.66323,11.37637,69.32957
"BFA",2014,132.49432,113.55232,154.31065
"BRA",2011,0.17658,0.17658,0.17658
"GLOBAL",2014,15.26006,14.34519,16.64234
"VEN",2021,1.09782,0.56662,1.66443
"COD",2017,78.77162,57.59071,107.46265
"ZMB",2006,56.10264,53.98385,58.3451
"IND",2022,0.27502,0.13521,0.44185
"RWA",2010,29.09605,28.25282,29.99742
"TCD",2014,90.44194,80.55101,101.08091
"PNG",2012,33.89268,8.29034,79.21997
"BRA",2008,0.17596,0.17596,0.17596
"TCD",2017,86.36596,73.22161,101.27695
"GMB",2004,29.05056,28.06371,30.0991
"CHN",2000,0.00735,0.00735,0.00735
"WPR",2009,0.6679,0.31358,1.23138
"MMR",2016,0.61071,0.28753,0.99854
"EUR",2002,0,0,0
"MYS",2003,2.12726,2.12726,2.12726
"COM",2005,15.52279,15.52279,15.52279
"BRA",2023,0.17032,0.17032,0.17032
"ARM",2007,0,0,0
"IDN",2009,0.71746,0.347,1.21373
"HND",2023,0,0,0
"BOL",2012,0.08385,0.02096,0.14673
"ECU",2006,0.11275,0.11275,0.11275
"IDN",2003,0.71762,0.34659,1.20419
"SAU",2005,0,0,0
"GLOBAL",2006,23.28299,22.06722,24.49956
"GTM",2001,0,0,0
"CHN",2015,0,0,0
"MEX",2013,0,0,0
"PRY",2002,0,0,0
"IND",2020,0.46963,0.22401,0.76858
"GHA",2001,93.87582,90.38498,97.72368
"DJI",2014,3.72362,NA,NA
"SWZ",2017,6.16724,NA,NA
"COG",2001,80.91582,75.72107,86.84394
"SDN",2015,9.86398,4.05246,18.16903
"IND",2021,0.45708,0.2187,0.74011
"SOM",2002,34.08354,13.58106,62.96346
"TGO",2019,40.48177,35.64901,46.248
"OMN",2012,0,0,0
"GAB",2015,19.20637,17.24654,21.85215
"SDN",2023,15.93436,5.54725,34.48294
"PRY",2001,0,0,0
"ARM",2000,0,0,0
"IDN",2005,0.71338,0.36644,1.07636
"SEAR",2003,2.44627,1.3747,3.73768
"TZA",2009,50.22691,48.5378,52.05118
"GEO",2004,0,0,0
"SEN",2003,33.96083,33.11204,34.82827
"BOL",2007,0.25033,0.11379,0.43239
"MDG",2013,15.74082,6.31707,30.34142
"PHL",2011,0.08242,0.03507,0.14731
"PRY",2006,0,0,0
"YEM",2022,9.76352,3.79241,19.12879
"VEN",2014,0.72717,0.38342,1.11059
"ZWE",2009,18.89074,5.53653,40.99942
"GUF",2012,1.4708,NA,NA
"COM",2009,13.86407,4.82906,27.72815
"TLS",2022,0,0,0
"SUR",2018,0,0,0
"OMN",2017,0,0,0
"PRK",2016,0,0,0
"SWZ",2019,0.90809,0.90809,0.90809
"STP",2003,125.47622,125.47622,125.47622
"DZA",2003,0,0,0
"NIC",2010,0.01981,0.01981,0.01981
"KAZ",2012,0,0,0
"GNQ",2008,52.37292,48.31586,57.25983
"LKA",2017,0,0,0
"ZWE",2002,26.25512,4.99047,76.35969
"SEAR",2012,1.73838,0.9983,2.69211
"KHM",2002,8.78072,3.84908,15.17764
"EGY",2015,0,0,0
"HND",2005,0.01476,0.01476,0.01476
"ZMB",2003,93.27547,88.90509,97.90055
"CIV",2001,174.04231,163.17807,186.15538
"MEX",2004,0,0,0
"TJK",2003,0,0,0
"BTN",2008,0.39378,0.39378,0.39378
"LKA",2001,1.15348,1.15348,1.15348
"GUF",2009,0.78344,0.78344,0.78344
"ZMB",2020,44.89125,38.826,54.25146
"ERI",2012,2.79883,1.11953,5.13667
"GHA",2007,63.03961,60.88669,65.40825
"GMB",2019,24.34017,23.15979,25.76476
"OMN",2015,0,0,0
"COG",2009,42.88498,40.85285,45.15069
"LBR",2022,71.57621,54.78948,99.69676
"TKM",2015,0,0,0
"BGD",2000,3.33796,3.33796,3.33796
"PRY",2005,0,0,0
"TCD",2011,101.13093,92.24472,110.55617
"VNM",2003,0.13473,0.0648,0.20294
"UGA",2019,37.08636,33.08394,42.46088
"MAR",2021,0,0,0
"BWA",2023,0.24326,0.24326,0.24326
"VNM",2021,0,0,0
"BFA",2000,374.7921,351.16215,399.54568
"PER",2015,0.58516,0.29258,0.9279
"TCD",2002,99.59662,93.66297,106.17355
"SLB",2020,16.82376,8.68323,25.91401
"BLZ",2023,0,0,0
